2025-11-12 21:07:22,870 | DEBUG | dictator.logging_setup | Logging initialized in logs\run-20251112-210722
2025-11-12 21:07:25,702 | INFO | KokoroTTS | ✅ Kokoro TTS loaded successfully!
2025-11-12 21:07:25,702 | INFO | DictatorService | ✅ TTS engine loaded successfully!
2025-11-12 21:07:25,702 | INFO | DictatorService | 🎯 Loading event-driven voice session...
2025-11-12 21:07:25,702 | INFO | DictatorService | 🎤 VAD enabled: False
2025-11-12 21:07:25,702 | INFO | DictatorService | 🤖 Using Claude CLI provider
2025-11-12 21:07:25,703 | DEBUG | asyncio | Using proactor: IocpProactor
2025-11-12 21:07:25,704 | INFO | DictatorService | 🎤 Starting voice session (attempt 1/3)
2025-11-12 21:07:25,704 | INFO | DictatorService | 🔗 Event loop configured for thread-safe publishing
2025-11-12 21:07:25,704 | INFO | DictatorService | 🔄 Event processor started
2025-11-12 21:07:25,803 | INFO | DictatorService | ✅ Event-driven voice session loaded - ZERO polling!
2025-11-12 21:07:25,804 | INFO | DictatorService | 🚀 Dictator Service started
2025-11-12 21:07:25,805 | INFO | DictatorService | 🖱️  Listening for mouse button: side1
2025-11-12 21:07:27,869 | INFO | DictatorService | 🔴 Recording started...
2025-11-12 21:07:27,869 | INFO | DictatorService | 🧹 Cleared audio buffer
2025-11-12 21:07:27,933 | DEBUG | DictatorService | 🎵 Voice session started receiving audio chunks
2025-11-12 21:07:28,079 | INFO | DictatorService | ⏹️ Recording stopped
2025-11-12 21:07:28,079 | INFO | DictatorService | 🎤 VAD disabled: emitting manual SPEECH_STOPPED event
2025-11-12 21:07:28,080 | INFO | DictatorService | 📢 Publishing SPEECH_STOPPED event to 1 subscribers
2025-11-12 21:07:28,080 | INFO | DictatorService | ✅ SPEECH_STOPPED event published to queue
2025-11-12 21:07:28,080 | INFO | DictatorService | 📨 Event received: EventType.SPEECH_STOPPED (total events: 1)
2025-11-12 21:07:28,080 | INFO | DictatorService | 🎯 Event-driven mode: Voice session will handle transcription via events
2025-11-12 21:07:28,080 | INFO | DictatorService | 🎯 Handling event: EventType.SPEECH_STOPPED
2025-11-12 21:07:28,080 | INFO | DictatorService | 🛑 Speech ended, transcribing...
2025-11-12 21:07:28,081 | INFO | DictatorService | 🎯 Speech stopped - VAD mode: disabled, Buffer size: 2496 samples (0.16s)
2025-11-12 21:07:28,081 | WARNING | DictatorService | ⚠️ Ignoring speech event with insufficient audio (2496 samples, need 8000)
2025-11-12 21:07:28,081 | INFO | DictatorService | 📨 Event received: EventType.TRANSCRIPTION_STARTED (total events: 2)
2025-11-12 21:07:28,081 | INFO | DictatorService | 🎯 Handling event: EventType.TRANSCRIPTION_STARTED
2025-11-12 21:07:30,161 | INFO | DictatorService | 🔴 Recording started...
2025-11-12 21:07:30,161 | INFO | DictatorService | 🧹 Cleared audio buffer
2025-11-12 21:07:30,224 | DEBUG | DictatorService | 🎵 Voice session started receiving audio chunks
2025-11-12 21:07:31,214 | DEBUG | DictatorService | 📊 Buffer size: 16224 samples (1.01s)
2025-11-12 21:07:31,244 | INFO | DictatorService | ✅ Voice session healthy, processing audio
2025-11-12 21:07:32,204 | DEBUG | DictatorService | 📊 Buffer size: 32032 samples (2.00s)
2025-11-12 21:07:33,214 | DEBUG | DictatorService | 📊 Buffer size: 48256 samples (3.02s)
2025-11-12 21:07:36,981 | INFO | DictatorService | ⏹️ Recording stopped
2025-11-12 21:07:36,982 | INFO | DictatorService | 🎤 VAD disabled: emitting manual SPEECH_STOPPED event
2025-11-12 21:07:36,982 | INFO | DictatorService | 📢 Publishing SPEECH_STOPPED event to 1 subscribers
2025-11-12 21:07:36,983 | INFO | DictatorService | ✅ SPEECH_STOPPED event published to queue
2025-11-12 21:07:36,983 | INFO | DictatorService | 📨 Event received: EventType.SPEECH_STOPPED (total events: 3)
2025-11-12 21:07:36,983 | INFO | DictatorService | 🎯 Event-driven mode: Voice session will handle transcription via events
2025-11-12 21:07:36,983 | INFO | DictatorService | 🎯 Handling event: EventType.SPEECH_STOPPED
2025-11-12 21:07:36,983 | INFO | DictatorService | 🛑 Speech ended, transcribing...
2025-11-12 21:07:36,983 | INFO | DictatorService | 🎯 Speech stopped - VAD mode: disabled, Buffer size: 108160 samples (6.76s)
2025-11-12 21:07:37,130 | INFO | faster_whisper | Processing audio with duration 00:06.760
2025-11-12 21:07:37,133 | DEBUG | faster_whisper | Processing segment at 00:00.000
2025-11-12 21:07:39,111 | INFO | DictatorService | 📨 Event received: EventType.TRANSCRIPTION_STARTED (total events: 4)
2025-11-12 21:07:39,111 | INFO | DictatorService | 🎯 Handling event: EventType.TRANSCRIPTION_STARTED
2025-11-12 21:07:39,112 | INFO | DictatorService | 📨 Event received: EventType.TRANSCRIPTION_COMPLETED (total events: 5)
2025-11-12 21:07:39,112 | INFO | DictatorService | 🎯 Handling event: EventType.TRANSCRIPTION_COMPLETED
2025-11-12 21:07:39,112 | INFO | DictatorService | 📝 Transcription complete, calling LLM...
2025-11-12 21:07:39,113 | INFO | DictatorService | 📝 Transcribed text: 'Eu mudei pro CloudKlee agora, porque a última vez que a gente testou, eu tava sem tokens disponíveis.'
2025-11-12 21:07:39,113 | INFO | DictatorService | 🔵 About to call _call_claude_cli...
2025-11-12 21:07:39,115 | INFO | DictatorService | 🔍 Using Claude CLI: C:\Users\rodri\AppData\Roaming\npm\claude.CMD
2025-11-12 21:07:39,115 | INFO | DictatorService | 🚀 Starting dedicated thread for subprocess...
2025-11-12 21:07:39,116 | INFO | DictatorService | 🤖 [Thread ClaudeCLI] Calling Claude CLI
2025-11-12 21:07:39,116 | INFO | DictatorService | 📝 Prompt length: 764 chars
2025-11-12 21:07:39,116 | INFO | DictatorService | 🔧 Command: C:\Users\rodri\AppData\Roaming\npm\claude.CMD --print --output-format text
2025-11-12 21:07:39,116 | INFO | DictatorService | 📄 First 200 chars of prompt: You are Dictator, a concise voice assistant integrated into a Windows dictation system.

IMPORTANT - Your responses will be read aloud via text-to-speech:
- Keep answers under 3 sentences maximum
- Be...
2025-11-12 21:07:39,117 | INFO | DictatorService | 📁 Working directory: D:\Dev\py\Dictator\src
2025-11-12 21:07:45,255 | INFO | DictatorService | ✅ Subprocess completed with code: 0
2025-11-12 21:07:45,255 | INFO | DictatorService | 🤖 Response length: 181 chars
2025-11-12 21:07:45,337 | INFO | DictatorService | ✅ Got response from thread
2025-11-12 21:07:45,337 | INFO | DictatorService | 🟢 _call_claude_cli returned: 181 chars
2025-11-12 21:07:45,338 | INFO | DictatorService | 📄 Response text: Entendi, você trocou para o CloudKlee porque estava sem tokens na última vez. Agora deve estar funcionando normalmente. Se precisar de ajuda com alguma coisa específica, é só falar....
2025-11-12 21:07:45,338 | INFO | DictatorService | 🧹 Cleaned response: Entendi, você trocou para o CloudKlee porque estava sem tokens na última vez. Agora deve estar funci...
2025-11-12 21:07:45,338 | INFO | DictatorService | 📢 Publishing TTS_SENTENCE_READY event...
2025-11-12 21:07:45,338 | INFO | DictatorService | 📢 Publishing LLM_RESPONSE_COMPLETED event
2025-11-12 21:07:45,338 | INFO | DictatorService | 📨 Event received: EventType.LLM_REQUEST (total events: 6)
2025-11-12 21:07:45,338 | INFO | DictatorService | 🎯 Handling event: EventType.LLM_REQUEST
2025-11-12 21:07:45,339 | INFO | DictatorService | 📨 Event received: EventType.TTS_SENTENCE_READY (total events: 7)
2025-11-12 21:07:45,339 | INFO | DictatorService | 🎯 Handling event: EventType.TTS_SENTENCE_READY
2025-11-12 21:07:45,339 | INFO | DictatorService | 🔊 TTS sentence ready, synthesizing...
2025-11-12 21:07:45,339 | INFO | DictatorService | 🎵 TTS handler received: 'Entendi, você trocou para o CloudKlee porque estava sem tokens na última vez. Agora deve estar funci...'
2025-11-12 21:07:45,339 | INFO | DictatorService | 🔊 Starting TTS synthesis...
2025-11-12 21:07:45,339 | INFO | DictatorService | 🔊 Speaking: Entendi, você trocou para o CloudKlee porque estav...
2025-11-12 21:07:45,339 | INFO | KokoroTTS | 🔊 Speaking: Entendi, você trocou para o CloudKlee porque estav...
2025-11-12 21:07:45,340 | WARNING | phonemizer | words count mismatch on 100.0% of the lines (1/1)
2025-11-12 21:07:46,587 | INFO | KokoroTTS | ⚡ Audio generated in 1.25s
2025-11-12 21:07:52,916 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=46, top=[{'id': 30432, 'name': 'MainThread', 'cpu_ms': 17281.25}, {'id': 27552, 'name': 'unknown', 'cpu_ms': 1968.75}, {'id': 36088, 'name': 'asyncio_0', 'cpu_ms': 1328.12}, {'id': 17812, 'name': 'unknown', 'cpu_ms': 1062.5}, {'id': 31144, 'name': 'unknown', 'cpu_ms': 1062.5}]
2025-11-12 21:07:56,044 | INFO | KokoroTTS | ✅ Speech completed
2025-11-12 21:07:56,045 | INFO | DictatorService | ✅ TTS synthesis completed
2025-11-12 21:07:56,045 | INFO | DictatorService | 🎤 VAD re-enabled after TTS
2025-11-12 21:07:56,045 | INFO | DictatorService | 📨 Event received: EventType.LLM_RESPONSE_COMPLETED (total events: 8)
2025-11-12 21:07:56,045 | INFO | DictatorService | 🎯 Handling event: EventType.LLM_RESPONSE_COMPLETED
2025-11-12 21:07:56,045 | INFO | DictatorService | 📨 Event received: EventType.TTS_AUDIO_GENERATED (total events: 9)
2025-11-12 21:07:56,046 | INFO | DictatorService | 🎯 Handling event: EventType.TTS_AUDIO_GENERATED
2025-11-12 21:08:09,267 | INFO | DictatorService | 💾 Configuration saved
2025-11-12 21:08:09,267 | INFO | DictatorService | 🔄 LLM Provider changed to: n8n_toolcalling
2025-11-12 21:08:09,267 | INFO | DictatorService | 🔄 Restarting service to apply provider changes...
2025-11-12 21:08:09,268 | INFO | DictatorService | 🔄 Restarting service...
2025-11-12 21:08:09,268 | INFO | DictatorService | 🛑 Dictator Service stopping...
2025-11-12 21:08:09,268 | INFO | DictatorService | Voice session stopped
2025-11-12 21:08:09,268 | INFO | DictatorService | Voice session completed normally
2025-11-12 21:08:09,269 | INFO | DictatorService | 👋 Dictator Service stopped
