2025-11-12 21:16:31,936 | DEBUG | dictator.logging_setup | Logging initialized in logs\run-20251112-211631
2025-11-12 21:19:56,334 | INFO | DictatorService | 📝 Transcribed: O cara mandou eu olhar pra cima e eu fiquei todo torto, porque aí doeu mais. Aí ele percebeu e veio todo bolado perguntar se eu tava com dor, se eu tava sentindo alguma coisa. Foi uma coisa terrível.
2025-11-12 21:19:56,339 | INFO | DictatorService | 📋 Copied to clipboard
2025-11-12 21:19:56,643 | INFO | DictatorService | ✅ Text pasted!
2025-11-12 21:20:02,011 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=42, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 19796.88}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 265.62}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 62.5}, {'id': 36724, 'name': 'Thread-2 (_run)', 'cpu_ms': 46.88}]
2025-11-12 21:20:09,344 | INFO | DictatorService | 🔴 Recording started...
2025-11-12 21:20:22,947 | INFO | DictatorService | ⏹️ Recording stopped
2025-11-12 21:20:22,948 | INFO | DictatorService | 🤖 Transcribing...
2025-11-12 21:20:23,014 | INFO | faster_whisper | Processing audio with duration 00:13.546
2025-11-12 21:20:23,019 | DEBUG | faster_whisper | Processing segment at 00:00.000
2025-11-12 21:20:26,836 | INFO | DictatorService | 📝 Transcribed: Se parecer que eu tô mais falador agora é porque eu tô editando minhas mensagens pro meu computador Que tem uma inteligência artificial que já tá integrada com todas as coisas e faz as coisas sozinha pra mim, tá? É... só pra te avisar
2025-11-12 21:20:26,842 | INFO | DictatorService | 📋 Copied to clipboard
2025-11-12 21:20:27,146 | INFO | DictatorService | ✅ Text pasted!
2025-11-12 21:20:32,022 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=42, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 23531.25}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 296.88}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 62.5}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 46.88}]
2025-11-12 21:21:02,028 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=42, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 23531.25}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 328.12}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 109.38}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 46.88}]
2025-11-12 21:21:31,621 | INFO | DictatorService | 🔴 Recording started...
2025-11-12 21:21:32,026 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=45, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 23531.25}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 343.75}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 156.25}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 46.88}]
2025-11-12 21:22:02,036 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=44, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 23531.25}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 390.62}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 218.75}, {'id': 9388, 'name': 'unknown', 'cpu_ms': 109.38}]
2025-11-12 21:22:31,725 | WARNING | DictatorService | ⏰ Max duration (60s) reached, stopping...
2025-11-12 21:22:31,726 | INFO | DictatorService | ⏹️ Recording stopped
2025-11-12 21:22:31,728 | INFO | DictatorService | 🤖 Transcribing...
2025-11-12 21:22:31,808 | INFO | faster_whisper | Processing audio with duration 01:00.060
2025-11-12 21:22:31,828 | DEBUG | faster_whisper | Processing segment at 00:00.000
2025-11-12 21:22:32,051 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=43, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 23750.0}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 421.88}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 265.62}, {'id': 17892, 'name': 'Thread-20 (_process_recording)', 'cpu_ms': 93.75}]
2025-11-12 21:22:32,446 | DEBUG | faster_whisper | Processing segment at 00:30.000
2025-11-12 21:22:32,971 | DEBUG | faster_whisper | Processing segment at 01:00.000
2025-11-12 21:22:33,441 | INFO | DictatorService | 📝 Transcribed: E aí E aí E aí
2025-11-12 21:22:33,447 | INFO | DictatorService | 📋 Copied to clipboard
2025-11-12 21:22:33,750 | INFO | DictatorService | ✅ Text pasted!
2025-11-12 21:23:02,057 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=41, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 437.5}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 265.62}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 62.5}]
2025-11-12 21:23:32,061 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=39, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 484.38}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 296.88}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 62.5}]
2025-11-12 21:24:02,068 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=39, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 515.62}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 296.88}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 62.5}]
2025-11-12 21:24:32,079 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=38, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 546.88}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 312.5}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 62.5}]
2025-11-12 21:25:02,077 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=38, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 578.12}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 328.12}, {'id': 13920, 'name': 'unknown', 'cpu_ms': 62.5}]
2025-11-12 21:25:32,085 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=38, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 593.75}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 328.12}, {'id': 13164, 'name': 'unknown', 'cpu_ms': 78.12}]
2025-11-12 21:26:02,096 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=38, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 625.0}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 343.75}, {'id': 13164, 'name': 'unknown', 'cpu_ms': 93.75}]
2025-11-12 21:26:32,102 | INFO | DictatorService.ThreadMonitor | Thread snapshot: total=39, top=[{'id': 19428, 'name': 'unknown', 'cpu_ms': 25062.5}, {'id': 11076, 'name': 'MainThread', 'cpu_ms': 6234.38}, {'id': 29672, 'name': 'ThreadMonitor', 'cpu_ms': 640.62}, {'id': 37464, 'name': 'Thread-7', 'cpu_ms': 343.75}, {'id': 13164, 'name': 'unknown', 'cpu_ms': 109.38}]
